ix96629, plate, fiber, Z_START, Z_END, RA, DEC
4768,449,630,2.949575,4.218349,136.169320,53.844125
4769,437,144,2.367831,3.353763,120.828050,42.343623
4770,1839,318,3.229123,4.404430,211.263710,33.697188
4771,310,183,2.335419,2.801600,226.106400,-0.134222
4772,1744,368,2.731216,4.020983,149.904660,13.204304
4773,610,381,2.219218,2.419995,223.737730,59.104021
4774,1575,500,2.208857,2.832488,245.007980,25.762443
4775,1384,564,2.323918,3.302015,225.571320,35.916407
4776,1740,253,2.483777,2.927132,139.920110,9.824799
4777,859,314,2.857006,3.365316,118.160860,28.087783
4778,1434,89,2.200000,2.871544,162.680200,43.976374
4779,1996,271,2.667333,3.534972,170.486690,39.547656
4780,816,625,2.200000,2.637725,248.006100,42.671718
4781,1293,597,3.270221,3.803213,232.721460,39.683754
4782,473,355,2.310933,3.092710,138.544720,1.902499
4783,1227,387,2.691904,3.852881,177.772640,10.661462
4784,629,300,2.647122,3.940150,249.960500,43.667708
4785,978,548,2.455018,3.535081,259.269410,30.658674
4786,655,51,2.328514,2.453882,10.521774,-10.665999
4787,2025,497,2.200000,2.900917,161.245810,34.624220
4788,1408,299,2.460592,3.401887,246.283740,26.847843
4789,872,221,2.200000,2.542448,151.246430,47.016118
4790,1944,142,2.715783,3.750149,145.462100,27.943250
4791,1371,183,2.462186,3.346684,185.838600,44.324954
4792,931,480,2.200000,2.538419,124.989120,30.877167
4793,875,635,2.364731,2.834448,161.421990,49.752192
4794,1604,503,2.200000,3.134091,168.333530,12.263585
4795,1162,197,2.500663,3.222192,218.498750,55.073709
4796,1325,466,2.200000,2.450130,212.675030,54.771979
4797,1434,631,2.629530,3.441061,164.279120,45.349754
4798,1402,47,3.331620,4.346723,235.918270,34.295679
4799,1047,173,2.200000,3.031042,219.929420,49.204025
4800,386,355,2.374818,2.822261,356.598810,0.716937
4801,650,178,2.200000,2.603749,0.210852,-10.365520
4802,1041,206,3.301801,3.903252,201.338650,52.753640
4803,776,413,2.417042,3.164633,173.513340,62.940176
4804,1228,148,3.067713,3.524290,180.437340,9.897838
4805,1870,546,2.917873,3.780314,120.691120,53.248964
4806,881,14,2.857894,3.397263,178.893630,51.317978
4807,1750,368,2.200000,2.797195,163.819290,14.904709
4808,1750,7,3.136665,4.057939,164.860040,13.112217
4809,462,102,2.697008,3.907578,56.011881,-6.883507
4810,1702,379,2.573143,3.395600,208.077030,12.402372
4811,1574,519,2.971461,4.095530,246.416040,25.266334
4812,395,512,3.629673,4.102836,14.844380,0.050392
4813,353,177,3.309733,4.439525,257.560520,59.390695
4814,2007,637,2.330047,2.795036,164.670980,38.958698
4815,395,512,3.629673,4.102836,14.844380,0.050392
4816,961,577,2.200000,2.888255,157.738920,47.526810
4817,1744,318,2.200000,3.254535,149.717490,12.045853
4818,439,528,2.818127,4.023280,122.728680,46.066075
4819,1427,347,2.282089,2.740458,153.016520,38.867328
4820,353,177,3.309733,4.439525,257.560520,59.390695
4821,2010,155,2.200000,2.422084,188.365000,35.830269
4822,938,454,3.102517,3.958049,139.763270,40.729042
4823,1006,623,2.564925,3.550614,152.162400,49.695371
4824,2011,631,2.617015,3.431884,195.690840,30.042449
4825,1173,621,2.687656,3.847842,249.300050,38.193126
4826,1699,302,3.220368,4.355306,201.302060,11.391604
4827,542,118,2.251999,2.705976,116.619410,34.713447
4828,1940,539,2.200000,2.410708,142.369970,27.905170
4829,850,403,2.991631,4.174364,197.575470,6.031383
4830,289,274,2.200000,2.291621,186.271950,-0.505614
4831,2011,631,2.617015,3.431884,195.690840,30.042449
4832,753,291,2.675787,3.887303,4.586322,14.314328
4833,1675,443,2.659741,3.541417,221.889430,46.956562
4834,371,414,2.200000,2.265594,327.560260,0.927844
4835,537,203,2.433605,2.654060,221.458150,0.513117
4836,767,579,2.504696,3.513380,143.096640,52.521006
4837,390,271,3.171097,4.274205,4.958558,-0.677994
4838,862,112,2.275294,2.732825,125.604870,33.287993
4839,1735,45,2.200000,2.992670,114.584550,41.454444
4840,1356,32,2.707237,3.784581,152.483550,39.288449
4841,1047,26,2.200000,2.449259,222.172950,48.689945
4842,1693,57,2.215514,3.045625,255.269990,24.197229
4843,988,565,3.454001,4.075819,323.622800,0.521772
4844,1921,48,3.099684,3.254961,118.816390,15.704632
4845,988,565,3.454001,4.075819,323.622800,0.521772
4846,486,627,2.299517,3.124409,147.527890,61.730376
4847,1349,315,2.511158,3.315232,216.344970,39.727218
4848,553,127,3.499356,3.532002,137.645630,52.303122
4849,1711,120,2.200000,2.849724,220.673950,10.092755
4850,1600,194,2.240786,3.233260,159.304390,11.047709
4851,1402,47,3.331620,4.346723,235.918270,34.295679
4852,1002,522,2.200000,2.527647,164.512030,7.991723
4853,1678,16,2.248257,2.647279,231.610870,41.494277
4854,1602,26,3.175902,4.284709,164.737880,11.024614
4855,1010,379,2.301797,2.762911,160.484610,53.712991
4856,854,496,2.200000,2.445269,206.126930,4.783057
4857,270,254,2.306362,3.055624,152.232390,-0.971233
4858,494,34,2.580555,3.081235,191.111790,67.172765
4859,1276,176,2.200000,2.368406,146.014810,37.581788
4860,757,20,2.257994,3.265286,120.926630,35.913456
4861,973,140,3.077090,4.323042,255.702320,31.679996
4862,1270,614,2.222926,2.346754,133.200610,31.780042
4863,1329,385,2.200000,2.621668,224.146940,50.360096
4864,436,144,2.955946,4.118300,119.387060,44.240186
4865,1763,98,2.607035,3.934120,179.777190,13.627157
4866,1297,594,3.209692,4.379947,129.232540,6.684623
4867,767,196,2.200000,2.890512,141.752540,51.513134
4868,777,527,2.678327,3.772166,178.491650,63.425333
4869,2084,502,2.226639,2.677652,130.733040,22.575545
4870,1187,37,4.027480,4.409964,131.215530,5.307727
4871,490,286,2.200000,2.976068,163.177120,65.208733
4872,875,381,2.711507,3.773691,158.168920,50.203047
4873,1699,634,2.234822,2.569207,203.649180,11.794493
4874,727,363,3.073337,4.130517,315.568850,10.818500
4875,953,584,2.634547,3.473285,179.268680,60.204941
4876,1982,601,2.920580,4.132368,159.922940,34.222137
4877,970,145,2.200000,2.554971,184.564330,49.444065
4878,2096,19,3.442734,4.364651,159.830350,34.751272
4879,386,28,2.465376,3.209480,358.942270,-0.395248
4880,742,201,3.093081,3.633933,345.092430,12.898365
4881,1606,102,2.330814,3.349961,172.509790,11.910650
4882,1645,135,2.773552,3.890956,218.776890,33.923908
4883,931,483,2.200000,2.527627,125.161940,31.007414
4884,399,245,2.200000,2.791700,21.051949,-1.013873
4885,1373,563,2.907062,3.368919,193.329610,45.698027
4886,940,41,2.780510,3.645684,144.993460,41.153581
4887,1370,331,4.099767,4.178323,181.867720,44.920344
4888,1396,253,2.250501,3.095907,218.905870,40.946977
4889,472,210,2.352358,2.820756,138.198320,-0.788168
4890,1767,8,2.389615,2.863218,186.704460,14.028679
4891,650,519,2.202951,2.275366,0.496337,-9.786780
4892,1166,188,2.855230,3.701520,230.948470,49.694046
4893,1187,37,4.027480,4.409964,131.215530,5.307727
4894,1602,26,3.175902,4.284709,164.737880,11.024614
4895,936,84,2.917873,3.402560,135.568960,36.645895
4896,1346,596,3.229123,4.160246,211.139770,42.753496
4897,2036,62,2.200000,2.234439,174.058490,37.322284
4898,1946,103,2.881060,3.611618,147.438410,30.821346
4899,419,349,2.359312,2.828518,9.916517,15.455681
4900,1583,451,3.376736,3.945842,120.024820,21.527121
4901,1951,564,2.205903,2.588889,152.587860,36.012088
4902,983,459,3.141430,4.245762,313.319880,0.989152
4903,1950,362,2.230356,2.962089,149.464480,30.350959
4904,1051,277,2.209596,2.657971,230.035140,44.408025
4905,1396,142,2.757079,3.664256,219.969170,41.847667
4906,1698,488,2.200000,3.069227,200.751160,11.648644
4907,829,612,2.200000,2.361446,132.961480,41.397046
4908,974,54,2.979700,4.210023,257.467560,33.484976
4909,1441,193,2.200000,2.462119,170.221530,46.559847
4910,1750,7,3.136665,4.057939,164.860040,13.112217
4911,1434,89,2.200000,2.871544,162.680200,43.976374
4912,573,394,2.200000,2.599611,150.922940,4.115061
4913,831,457,3.021151,3.794669,136.226000,44.265046
4914,1297,594,3.209692,4.379947,129.232540,6.684623
4915,1826,120,2.858783,3.841922,215.494630,6.281695
4916,931,256,2.200000,2.593334,124.182220,30.270688
4917,850,403,2.991631,4.174364,197.575470,6.031383
4918,434,71,2.216995,3.543358,118.263920,42.525213
4919,983,301,3.180713,4.139922,312.423290,-0.680933
4920,841,87,2.294962,3.125162,180.069380,3.823944
4921,731,199,2.930523,3.833833,323.396480,11.256238
4922,1668,175,2.439144,3.167900,202.824860,51.073668
4923,2112,602,2.923289,3.471276,201.971000,33.666699
4924,1762,226,2.401342,3.196075,177.006580,14.745432
4925,1279,186,2.618681,3.788462,192.197080,49.335627
4926,1762,517,2.324684,3.285532,178.229040,15.118830
4927,986,586,3.284995,3.808925,319.269880,1.111928
4928,961,270,2.546911,3.292105,156.578350,46.245900
4929,910,526,2.470966,3.398580,202.677160,-1.324321
4930,290,523,2.283601,3.239992,189.373960,0.909316
4931,1304,472,2.200000,2.320925,144.136080,9.463624
4932,920,422,3.175902,4.127398,221.119310,-1.395572
4933,2034,148,2.642926,3.112460,167.401810,34.508641
4934,1945,135,2.454223,3.320142,146.979780,32.518884
4935,843,203,2.926000,3.986234,183.039770,3.797194
4936,1464,12,2.200000,2.306541,204.618660,39.989601
4937,1941,54,2.966892,3.796124,142.793150,30.781609
4938,890,322,2.883742,3.912647,118.307580,33.057701
4939,390,271,3.171097,4.274205,4.958558,-0.677994
4940,1952,530,2.200000,2.945883,152.516490,33.440460
4941,1297,594,3.209692,4.379947,129.232540,6.684623
4942,1401,140,2.200000,2.323242,233.579000,35.323369
4943,451,174,2.893591,4.033932,140.734160,56.313684
4944,2103,470,3.156716,4.319735,180.088110,36.323933
4945,2147,573,3.033205,4.303925,161.646860,9.927664
4946,1645,135,2.773552,3.890956,218.776890,33.923908
4947,900,432,2.336187,2.802075,139.688660,48.801735
4948,1929,28,2.454223,3.381978,129.612250,22.466394
4949,1466,158,3.108188,4.043991,208.977310,45.072502
4950,996,2,2.821645,3.803975,153.293310,5.608377
4951,2021,451,2.264753,2.720984,194.610190,40.508063
4952,664,186,2.240786,2.693938,26.319142,-9.754824
4953,1348,64,4.036749,4.054376,216.226970,40.222333
4954,1293,597,3.270221,3.803213,232.721460,39.683754
4955,792,86,2.200000,2.250863,225.040140,54.738882
4956,295,300,2.912464,4.106945,197.718810,-0.925896
4957,725,182,2.264753,3.409599,345.756070,-9.658534
4958,1420,577,2.200000,2.839180,244.638270,31.457922
4959,988,565,3.454001,4.075819,323.622800,0.521772
4960,1673,297,2.368607,3.190175,215.150290,47.242350
4961,532,341,3.101572,4.387124,210.443870,2.742965
4962,309,466,2.200000,2.620133,223.623570,0.689234
4963,372,5,2.873025,4.068592,330.780780,-0.770023
4964,494,265,2.200000,2.879424,187.057160,66.821848
4965,1200,321,2.200000,2.787097,136.706780,42.052396
4966,1381,261,2.394301,3.351614,215.988980,37.278397
4967,1677,184,3.053688,3.977879,227.073210,43.443291
4968,334,352,2.648802,3.154327,186.224220,-2.432636
4969,1701,386,2.200000,2.311649,205.939630,12.279728
4970,1602,26,3.175902,4.284709,164.737880,11.024614
4971,1979,98,2.200000,2.427835,171.108800,31.267372
4972,1265,79,2.200000,2.345857,121.761390,23.492271
4973,1600,276,2.907962,4.213627,158.693930,11.037362
4974,767,196,2.200000,2.890512,141.752540,51.513134
4975,988,565,3.454001,4.075819,323.622800,0.521772
4976,1447,196,2.489397,3.435547,178.271520,42.541857
4977,403,308,2.971461,4.141664,28.415043,-0.184684
4978,1783,595,2.639572,3.147645,129.087430,56.344059
4979,507,599,2.848135,3.922805,163.642380,2.264423
4980,883,460,2.402126,3.085483,183.241630,53.341450
4981,446,189,2.200000,2.971999,130.400770,54.179728
4982,1441,193,2.200000,2.462119,170.221530,46.559847
4983,1437,182,2.200000,2.524727,166.111050,40.772571
4984,1583,141,4.214952,4.240080,119.265590,20.236398
4985,393,181,2.298757,2.759921,10.847631,-0.264620
4986,1926,606,2.200000,2.542042,126.116760,23.685541
4987,1448,101,2.200000,3.112945,181.770560,41.752035
4988,1047,314,3.089313,3.660267,218.512190,48.733591
4989,1957,395,2.410754,3.921151,155.736000,37.338419
4990,1768,400,2.865008,3.674216,187.186790,15.400680
4991,555,601,2.453428,2.622588,144.672110,55.808344
4992,1583,451,3.376736,3.945842,120.024820,21.527121
4993,1957,395,2.410754,3.921151,155.736000,37.338419
4994,882,176,2.200000,2.370742,180.394390,51.780755
4995,571,377,2.655530,3.593461,147.427560,4.630575
4996,2014,111,3.760476,3.763207,208.650480,37.841045
4997,1008,353,2.271526,2.728370,153.947460,51.437742
4998,735,144,2.378706,2.659743,332.514780,12.096579
4999,919,640,2.338492,2.671078,220.305310,-1.629268
5000,414,142,2.975121,4.106895,51.533851,-0.561141
5001,1420,249,3.429455,3.494422,244.737010,30.239485
5002,2147,573,3.033205,4.303925,161.646860,9.927664
5003,1227,387,2.691904,3.852881,177.772640,10.661462
5004,753,378,2.771815,3.648684,5.333549,15.857140
5005,1416,318,2.297998,2.758466,235.844190,36.045537
5006,1928,52,2.208118,2.388919,128.377360,23.652557
5007,568,100,2.200000,2.571653,141.904730,2.852963
5008,1383,304,2.200000,2.902125,220.798290,35.779546
5009,1272,153,2.455018,3.337982,136.420090,33.263848
5010,1935,70,2.384156,3.170098,137.491840,26.553151
5011,1614,612,2.338492,3.486908,186.508760,13.354043
5012,1934,518,2.525740,3.595610,135.392950,28.680151
5013,618,125,2.517632,2.538329,237.767660,52.277151
5014,999,628,2.769210,4.053633,159.384950,7.073956
5015,1042,276,2.357765,3.264356,203.011750,53.179141
5016,285,613,2.919678,3.798995,180.410670,1.060040
5017,1275,470,2.200000,2.807352,143.054220,37.062349
5018,455,546,3.040642,3.972602,39.847803,-8.168092
5019,1416,534,2.363956,2.417351,236.802040,37.215683
5020,1926,62,2.379484,3.171781,125.819060,22.701296
5021,1361,543,2.938677,4.049772,161.203290,42.585933
5022,768,452,2.200000,3.102362,144.820330,53.853168
5023,302,486,3.147156,3.665781,211.977230,0.220029
5024,509,537,2.588809,3.414153,167.247010,3.191089
5025,1697,573,2.304839,3.053446,199.105850,12.736620
5026,396,454,3.081787,4.394748,16.580184,0.806495
5027,403,308,2.971461,4.141664,28.415043,-0.184684
5028,2014,111,3.760476,3.763207,208.650480,37.841045
5029,1608,19,2.237057,2.476543,176.744080,11.271938
5030,920,422,3.175902,4.127398,221.119310,-1.395572
5031,647,56,2.264001,2.719846,354.914540,-10.594266
5032,1295,30,2.270773,2.727984,124.222390,5.696207
5033,2096,330,2.381819,3.284265,157.969370,36.417825
5034,915,111,2.200000,2.893640,211.158100,-2.360412
5035,586,635,2.918775,4.236031,220.322760,3.986262
5036,1420,249,3.429455,3.494422,244.737010,30.239485
5037,737,200,3.105351,4.106380,335.728470,13.079017
5038,1359,206,2.200000,2.354120,156.198310,40.090424
5039,1201,546,2.696156,3.769157,140.481830,42.550106
5040,1187,37,4.027480,4.409964,131.215530,5.307727
5041,547,404,2.716639,3.828111,124.541820,44.530235
5042,1274,15,2.200000,2.823697,142.314560,35.170501
5043,1206,593,2.462186,3.249427,124.813460,27.886485
5044,1928,65,2.200000,2.263317,128.594280,24.112685
5045,461,555,2.872134,3.916538,53.529115,-6.568462
5046,276,177,3.038781,4.110291,163.227490,-0.107186
5047,1018,32,3.135712,4.031635,183.907450,54.993650
5048,1958,163,2.285870,3.137319,156.675580,33.599173
5049,918,509,2.359312,3.354911,217.262660,-1.755374
5050,1373,520,2.200000,2.404155,193.001500,45.001456
5051,951,418,2.200000,2.609787,169.809760,60.082546
5052,1597,55,2.653847,3.120133,154.622170,9.988537
5053,1982,601,2.920580,4.132368,159.922940,34.222137
5054,1200,321,2.200000,2.787097,136.706780,42.052396
5055,1699,302,3.220368,4.355306,201.302060,11.391604
5056,785,419,2.691904,3.472196,202.688370,62.570134
5057,1051,277,2.209596,2.657971,230.035140,44.408025
5058,1276,563,2.756214,3.755237,146.798060,39.083984
5059,2096,19,3.442734,4.364651,159.830350,34.751272
5060,1314,590,2.263250,2.965425,183.385690,57.970756
5061,998,479,3.544126,3.566672,155.815280,7.081326
5062,1655,373,2.288140,3.537764,238.909480,26.812078
5063,1354,78,2.243772,2.357433,232.103700,34.701141
5064,2086,274,2.499052,3.305807,134.989820,24.412082
5065,2103,470,3.156716,4.319735,180.088110,36.323933
5066,727,534,2.845478,3.246803,316.521510,10.409548
5067,738,247,2.531428,3.295254,337.686180,12.271769
5068,916,379,2.200000,2.390562,212.409310,-1.419795
5069,731,199,2.930523,3.833833,323.396480,11.256238
5070,973,140,3.077090,4.323042,255.702320,31.679996
5071,1304,555,2.538754,3.483948,144.502610,10.165128
5072,1279,186,2.618681,3.788462,192.197080,49.335627
5073,1433,436,2.200000,3.036448,160.355870,40.351981
5074,1338,525,2.268514,3.174355,247.477870,37.039580
5075,2105,503,2.631201,3.671394,182.999650,36.792541
5076,2030,530,2.369383,3.327636,168.428410,38.545635
5077,1466,158,3.108188,4.043991,208.977310,45.072502
5078,727,363,3.073337,4.130517,315.568850,10.818500
5079,965,346,2.200000,2.431063,168.400430,49.676325
5080,776,587,2.200000,2.487295,176.270550,62.773414
5081,403,518,2.200000,2.288918,29.776578,0.395560
5082,988,565,3.454001,4.075819,323.622800,0.521772
5083,1436,560,2.563283,3.797362,165.653300,46.017044
5084,1314,222,2.475765,3.189106,181.684210,56.720615
5085,1982,601,2.920580,4.132368,159.922940,34.222137
5086,1871,472,2.200000,2.339795,121.277800,55.268732
5087,394,247,2.474164,4.278353,12.526473,-0.888683
5088,2035,106,2.841053,4.010588,178.530990,35.554277
5089,1240,217,2.326215,2.791255,159.460820,8.240284
5090,1297,594,3.209692,4.379947,129.232540,6.684623
5091,1004,308,2.503082,2.549803,166.264470,7.155651
5092,1350,568,2.273786,2.632459,221.473360,39.856906
5093,1297,594,3.209692,4.379947,129.232540,6.684623
5094,1276,84,2.466174,2.890977,146.283810,37.017933
5095,1458,240,2.219218,2.909530,195.047110,40.909629
5096,980,269,2.793590,3.633289,259.118030,27.580782
5097,1922,329,2.289655,3.100095,119.872670,20.184742
5098,1769,21,2.200000,2.492413,191.214360,14.300576
5099,982,442,2.215514,2.977761,311.692290,0.470344
5100,542,118,2.251999,2.705976,116.619410,34.713447
5101,1044,86,2.307123,2.999283,211.637550,51.504848
5102,1297,594,3.209692,4.379947,129.232540,6.684623
5103,1709,514,3.187457,4.089936,218.253720,10.507717
5104,856,51,3.023003,3.510638,210.135230,4.000045
5105,961,126,2.674095,3.624161,157.603060,45.384207
5106,1612,239,2.304078,3.080325,182.294640,11.595895
5107,473,515,2.200000,2.556347,140.265210,1.783393
5108,1693,513,2.279823,2.738171,255.530000,25.153632
5109,776,296,2.235567,2.341141,171.724510,61.255657
5110,997,92,2.417829,3.478354,154.576890,5.806347
5111,1014,211,2.200000,3.009005,172.534150,53.905526
5112,568,102,2.612022,3.101521,141.811290,3.140911
5113,1158,140,2.200000,2.866148,207.686150,57.278577
5114,1591,636,2.249753,3.388344,137.980310,32.401573
5115,494,265,2.200000,2.879424,187.057160,66.821848
5116,439,528,2.818127,4.023280,122.728680,46.066075
5117,1436,257,3.084608,4.012093,164.640870,44.531445
5118,1271,617,2.617015,3.476364,135.459040,32.833714
5119,1752,519,2.231100,2.682364,168.826970,14.594358
5120,1971,363,2.200000,2.252289,187.647790,33.333470
5121,1839,318,3.229123,4.404430,211.263710,33.697188
5122,717,163,2.434396,3.481503,330.553430,-8.872716
5123,862,455,2.960503,4.195361,125.918670,34.464738
5124,1983,291,2.467770,3.491511,162.784550,33.841780
5125,1350,276,2.218477,3.024281,219.811420,38.733883
